Date,SO2,NOX,PM10,PM2.5,O3,Pb ,CO,Station ID,Station Name
25-11-2016,8.7,17.7,130.1,39.7,<0.5,<0.5,<0.01,4,Ponda
29-11-2016,7.9,15.9,115.1,36.1,<0.5,<0.5,<0.01,4,Ponda
02-12-2016,9.8,15.5,96.4,31.8,<0.5,<0.5,<0.01,4,Ponda
06-12-2016,9.1,17.9,115.4,35.4,<0.5,<0.5,<0.01,4,Ponda
08-12-2016,9.7,19.7,124.1,37.4,<0.5,<0.5,<0.01,4,Ponda
13-12-2016,8.5,18.4,99.5,31.9,<0.5,<0.5,<0.01,4,Ponda
15-12-2016,8.1,16.4,109.4,33,<0.5,<0.5,<0.01,4,Ponda
20-12-2016,8.9,19,129.4,40.7,<0.5,<0.5,<0.01,4,Ponda
22-12-2016,9.8,17,121.3,38.3,<0.5,<0.5,<0.01,4,Ponda
27-12-2016,8,16.9,120.3,38.2,<0.5,<0.5,<0.01,4,Ponda
29-12-2016,9.2,17.6,108.1,33.7,<0.5,<0.5,<0.01,4,Ponda
03-01-2017,10.5,17.5,111.1,34.3,<0.5,<0.5,<0.01,4,Ponda
05-01-2017,10.8,18.8,120.9,38.5,<0.5,<0.5,<0.01,4,Ponda
10-01-2017,11.3,18.4,88.1,28,5.5,<0.5,<0.01,4,Ponda
12-01-2017,10.2,16.6,112.6,35.8,<0.5,<0.5,<0.01,4,Ponda
17-01-2017,10.4,17.1,98.1,30.4,<0.5,<0.5,<0.01,4,Ponda
19-01-2017,11.4,17.9,81.1,25.8,6.3,<0.5,<0.01,4,Ponda
24-01-2017,11.9,18.1,113.6,35.8,<0.5,<0.5,<0.01,4,Ponda
27-01-2017,11.2,18.7,116.9,38.1,7.7,<0.5,<0.01,4,Ponda
31-01-2017,12.5,19.6,121.8,38.5,<0.5,<0.5,<0.01,4,Ponda
02-02-2017,9.7,17.2,115.9,36.4,2.1,<0.5,<0.01,4,Ponda
04-02-2017,8.3,17.3,93.3,29,<0.5,<0.5,<0.01,4,Ponda
07-02-2017,8.4,17.9,100.2,31.7,3.4,<0.5,<0.01,4,Ponda
09-02-2017,9.5,16.7,100,30.9,<0.5,<0.5,<0.01,4,Ponda
14-02-2017,8.5,16,94.7,29.9,1.8,<0.5,<0.01,4,Ponda
16-02-2017,8.8,16.6,101.2,31.8,1.7,<0.5,<0.01,4,Ponda
21-02-2017,9.8,17,95.3,31.2,<0.5,<0.5,<0.01,4,Ponda
23-02-2017,8.6,16.7,112.6,36.2,2.3,<0.5,<0.01,4,Ponda
05-04-2016,4.5,9.2,65.7,23.4,,,,5,Sanguem
07-04-2016,4.2,9,56.7,20,,,,5,Sanguem
12-04-2016,4.2,9.1,55.2,17.9,,,,5,Sanguem
15-04-2016,4.3,9.1,53.3,16.6,,,,5,Sanguem
19-04-2016,3.8,9.1,46.1,13.9,,,,5,Sanguem
22-04-2016,3.9,8.7,43.6,13.6,,,,5,Sanguem
26-04-2016,4.1,8.7,51.5,15.7,,,,5,Sanguem
29-04-2016,4.2,9.3,57,20.5,,,,5,Sanguem
03-05-2016,6.6,10.8,67.8,24.8,,,,5,Sanguem
06-05-2016,6.7,12.8,60.7,26.8,,,,5,Sanguem
09-05-2016,7.4,11.8,57.1,21.6,,,,5,Sanguem
13-05-2016,8.2,11.1,68.9,24.1,,,,5,Sanguem
17-05-2016,7.5,11.2,52.4,26.3,,,,5,Sanguem
20-05-2016,7.6,11.7,52.6,17.5,,,,5,Sanguem
24-05-2016,7.1,11.1,53.5,20.9,,,,5,Sanguem
27-05-2016,8.4,11.9,42.2,21.8,,,,5,Sanguem
30-05-2016,8.5,11,48,22.3,,,,5,Sanguem
03-06-2016,6.3,9.5,31.4,14.6,,,,5,Sanguem
07-06-2016,6.4,11.8,32.9,16,,,,5,Sanguem
10-06-2016,6.4,11.4,25.2,13.8,,,,5,Sanguem
14-06-2016,5.9,9.6,32.1,14.8,,,,5,Sanguem
17-06-2016,8.2,11.4,33.5,18.3,,,,5,Sanguem
21-06-2016,5.6,10.5,36.6,19.4,,,,5,Sanguem
24-06-2016,6.8,13.5,31.5,16,,,,5,Sanguem
28-06-2016,5.9,12,33.7,16.5,,,,5,Sanguem
01-07-2016,5.7,11.1,27.7,11.5,<0.5,<0.001,<0.01,5,Sanguem
05-07-2016,5.1,12.3,26.5,13.3,<0.5,<0.001,<0.01,5,Sanguem
08-07-2016,5.6,12.1,30.3,14.6,<0.5,<0.001,<0.01,5,Sanguem
12-07-2016,6.7,11.4,24.7,11.7,<0.5,<0.001,<0.01,5,Sanguem
15-07-2016,6.9,10.4,25.7,14,<0.5,<0.001,<0.01,5,Sanguem
19-07-2016,6.9,11.8,25.9,13.3,<0.5,<0.001,<0.01,5,Sanguem
22-07-2016,7.2,10.6,26.6,14.6,<0.5,<0.001,<0.01,5,Sanguem
26-07-2016,7.1,10.9,24.9,11.6,<0.5,<0.001,<0.01,5,Sanguem
29-07-2016,6.5,11.2,26.7,11.7,<0.5,<0.001,<0.01,5,Sanguem
02-08-2016,8,14,24,21.6,BDL,0.3,0.19,5,Sanguem
05-08-2016,8.9,14.8,18.4,19,BDL,0.3,0.15,5,Sanguem
09-08-2016,8.8,14.8,22.6,20.7,BDL,0.3,0.17,5,Sanguem
12-08-2016,9,15,17.5,18.7,BDL,0.2,0.18,5,Sanguem
16-08-2016,8.9,13.8,16.4,17.6,BDL,0.2,0.15,5,Sanguem
19-08-2016,9,14,16.2,19,BDL,0.3,0.12,5,Sanguem
23-08-2016,7.2,13.5,22.5,22.5,BDL,0.3,0.15,5,Sanguem
26-08-2016,6.8,12.3,18.6,21.1,BDL,0.3,0.17,5,Sanguem
30-08-2016,7.5,12.6,18.7,19.2,BDL,0.3,0.15,5,Sanguem
02-09-2016,7.7,12.9,29.7,20,,,,5,Sanguem
06-09-2016,9.9,13.4,34.5,21.2,,,,5,Sanguem
09-09-2016,10,13.2,32.6,21.2,,,,5,Sanguem
13-09-2016,9.5,13.4,32.2,20,,,,5,Sanguem
16-09-2016,9,14.7,29.7,19.2,,,,5,Sanguem
20-09-2016,7.3,15.2,35.6,20.8,,,,5,Sanguem
23-09-2016,7.2,15.4,36,22.5,,,,5,Sanguem
27-09-2016,8,13.6,33,24,,,,5,Sanguem
30-09-2016,7.9,13.8,32.4,20.7,,,,5,Sanguem
04-10-2016,6.9,11.8,34,17.5,0.28,0.2,BDL,5,Sanguem
07-10-2016,7.2,12.5,38.4,20.8,0.17,0.2,BDL,5,Sanguem
11-10-2016,7.3,14,36.6,19.2,0.34,0.3,BDL,5,Sanguem
14-10-2016,6.9,14.2,38.9,19.7,0.51,0.1,BDL,5,Sanguem
18-10-2016,7,13.1,39.7,19.7,0.45,BDL,BDL,5,Sanguem
21-10-2016,6.7,11.9,39.4,17.9,0.23,0.1,BDL,5,Sanguem
25-10-2016,5.7,11.6,38.9,19.2,0.39,0.1,BDL,5,Sanguem
28-10-2016,5.8,11,42,21.9,0.34,BDL,BDL,5,Sanguem
01-11-2016,5.7,12.1,43.3,20,0.9,0.4,0.3,5,Sanguem
04-11-2016,5.6,11.9,41.8,20,0.39,0.3,0.34,5,Sanguem
08-11-2016,6.4,11,47.5,23.3,0.73,0.3,0.31,5,Sanguem
11-11-2016,6.1,11,51.4,27.5,0.23,0.4,0.35,5,Sanguem
15-11-2016,7.7,11.7,43.8,23.3,0.51,0.2,0.29,5,Sanguem
18-11-2016,6.3,10.4,44.2,25.4,0.34,0.3,0.34,5,Sanguem
22-11-2016,6.8,12.2,45,25.8,0.62,0.3,0.33,5,Sanguem
25-11-2016,7,11.4,51.4,27.1,0.39,0.3,0.27,5,Sanguem
29-11-2016,7.9,12.6,44.7,23.3,0.62,0.3,0.32,5,Sanguem
02-12-2016,5,12.1,55,27.1,0.39,0.3,0.27,5,Sanguem
06-12-2016,6.3,12.8,53.8,25.4,0.51,0.3,0.28,5,Sanguem
09-12-2016,5.2,12.2,55.9,27,0.68,0.3,0.25,5,Sanguem
13-12-2016,6.6,12.5,56.1,27.9,0.39,0.2,0.29,5,Sanguem
16-12-2016,5.3,12.8,60.7,30.4,0.45,0.2,0.29,5,Sanguem
20-12-2016,6.1,12.1,50.7,27.5,0.39,0.3,0.32,5,Sanguem
23-12-2016,5.5,12.1,55.3,28.3,0.68,0.3,0.32,5,Sanguem
27-12-2016,6,12.6,52.4,28.3,34,0.3,0.27,5,Sanguem
30-12-2016,6.1,11.3,61,30.5,0.79,0.3,0.31,5,Sanguem
03-01-2017,5.1,11.8,68.7,31.7,0.85,0.3,0.29,5,Sanguem
06-01-2017,5.5,13.1,69.2,32.1,0.73,0.5,0.32,5,Sanguem
10-01-2017,6.2,12.3,62.6,30.4,0.79,0.3,0.36,5,Sanguem
14-01-2017,6.5,11,54.4,30,0.96,0.3,0.32,5,Sanguem
17-01-2017,6.9,12.5,63.5,31.2,0.73,0.3,0.34,5,Sanguem
20-01-2017,5.7,13.2,60.3,29.1,0.68,0.4,0.36,5,Sanguem
24-01-2017,6.6,11.6,62.4,28.3,0.85,0.4,0.36,5,Sanguem
27-01-2017,5.4,12.9,66.9,33.3,0.96,0.3,0.37,5,Sanguem
31-01-2017,6.2,12.5,72.2,31.2,0.01,0.3,0.36,5,Sanguem
03-02-2017,5.5,12.3,66.9,29.2,1.64,0.3,0.43,5,Sanguem
07-02-2017,5.5,11.7,67.7,27.1,0.96,0.2,0.4,5,Sanguem
10-02-2017,7.2,12.5,63.5,31.2,1.64,0.4,0.41,5,Sanguem
14-02-2017,6.2,11,69.9,31.2,1.47,BDL,0.43,5,Sanguem
17-02-2017,6.1,12.3,69.4,33.3,1.52,0.2,0.38,5,Sanguem
21-02-2017,6.2,12.5,65.7,30.8,1.75,0.2,0.44,5,Sanguem
24-02-2017,6.7,10.6,63.9,32.5,1.69,0.2,0.36,5,Sanguem
28-02-2017,6,10.9,70.1,29.6,1.64,0.2,0.4,5,Sanguem
05-04-2016,4.6,9.2,70.3,25.6,,,,6,Quepem Tilamol
07-04-2016,4.2,9,58.2,19.1,,,,6,Quepem Tilamol
12-04-2016,4.3,9.3,60.2,20,,,,6,Quepem Tilamol
15-04-2016,4.3,9,58.7,21.9,,,,6,Quepem Tilamol
19-04-2016,4,8.7,53,18.3,,,,6,Quepem Tilamol
22-04-2016,4.5,9.3,67.2,23.7,,,,6,Quepem Tilamol
26-04-2016,4,8.7,54,18.2,,,,6,Quepem Tilamol
29-04-2016,4.2,8.8,57.2,19.9,,,,6,Quepem Tilamol
13-05-2016,10,10.6,46,23.3,BDL,BDL,0.72,6,Quepem Tilamol
16-05-2016,9.9,11.2,59.1,32.9,BDL,BDL,0.72,6,Quepem Tilamol
20-05-2016,12.6,10.5,63.9,32.5,BDL,BDL,<0.5,6,Quepem Tilamol
23-05-2016,8.2,11.7,52.8,22.5,BDL,BDL,0.6,6,Quepem Tilamol
26-05-2016,8.3,12.6,48.5,24.5,BDL,BDL,<0.5,6,Quepem Tilamol
30-05-2016,8.9,11.1,42.2,20.9,BDL,BDL,<0.5,6,Quepem Tilamol
02-06-2016,5.9,8.6,27.4,16.5,BDL,<0.1,,6,Quepem Tilamol
06-06-2016,7.4,8,30.8,16,BDL,<0.1,,6,Quepem Tilamol
09-06-2016,5.9,9.3,28.7,15.3,BDL,<0.1,,6,Quepem Tilamol
13-06-2016,7.2,11.6,25.8,15.8,BDL,<0.1,,6,Quepem Tilamol
16-06-2016,6.9,10.9,24.9,15.3,BDL,<0.1,,6,Quepem Tilamol
20-06-2016,6.3,9.8,25.7,13.6,BDL,<0.1,,6,Quepem Tilamol
23-06-2016,6.2,9,31,16,BDL,<0.1,,6,Quepem Tilamol
30-06-2016,6.9,9.5,26.8,14.9,BDL,<0.1,,6,Quepem Tilamol
04-07-2016,6.9,11.4,31.5,14.2,BDL,0.1,0.72,6,Quepem Tilamol
07-07-2016,5.9,10.6,30.8,14,BDL,0.1,0.72,6,Quepem Tilamol
11-07-2016,6.7,11.8,28.7,14.2,BDL,0.1,<0.5,6,Quepem Tilamol
14-07-2016,5.6,9.9,25.8,13,BDL,0.1,0.6,6,Quepem Tilamol
18-07-2016,7.6,10.4,24.9,13.3,BDL,0.1,<0.5,6,Quepem Tilamol
21-07-2016,7.4,11.6,25.7,11.3,BDL,0.1,<0.5,6,Quepem Tilamol
25-07-2016,7.7,10.4,31,12.5,BDL,0.1,<0.5,6,Quepem Tilamol
28-07-2016,6.7,11.9,23.8,14.2,BDL,0.1,<0.5,6,Quepem Tilamol
01-08-2016,6.5,10,19.3,17.7,BDL,0.2,0.14,6,Quepem Tilamol
04-08-2016,7.2,13.3,20,18.1,BDL,0.4,0.2,6,Quepem Tilamol
08-08-2016,5.3,11.1,18.2,20.3,BDL,0.2,0.27,6,Quepem Tilamol
11-08-2016,7,13.1,20,19.5,BDL,0.2,0.04,6,Quepem Tilamol
15-08-2016,6.8,13.1,15,17.5,BDL,0.2,0.24,6,Quepem Tilamol
18-08-2016,5.4,13.6,18.6,16.6,BDL,0.3,0.26,6,Quepem Tilamol
22-08-2016,7,11,16.2,15.4,BDL,0.2,0.1,6,Quepem Tilamol
25-08-2016,7.4,12.7,18.6,17.4,BDL,0.1,0.15,6,Quepem Tilamol
29-08-2016,9,15.5,15,18.3,BDL,0.3,0.16,6,Quepem Tilamol
01-09-2016,8.2,10.2,28.4,15.8,BDL,0.2,BDL,6,Quepem Tilamol
05-09-2016,7.4,9.6,28.5,14.6,BDL,0.3,BDL,6,Quepem Tilamol
08-09-2016,9.3,12.4,33.1,15.8,BDL,0.2,BDL,6,Quepem Tilamol
12-09-2016,9.5,11.1,34.7,13.3,BDL,0.2,BDL,6,Quepem Tilamol
15-09-2016,7.2,14.1,40.5,15.4,BDL,0.2,BDL,6,Quepem Tilamol
19-09-2016,7.5,12.4,32.9,20.3,BDL,0.1,BDL,6,Quepem Tilamol
22-09-2016,8.7,15.2,38.1,19.1,BDL,0.2,BDL,6,Quepem Tilamol
26-09-2016,7.7,11.5,33.1,16.4,BDL,0.1,BDL,6,Quepem Tilamol
29-09-2016,8.9,12,35.7,16.3,BDL,0.3,BDL,6,Quepem Tilamol
03-10-2016,8.7,12.1,37.4,21.2,0.2,0.2,BDL,6,Quepem Tilamol
06-10-2016,7.4,11.3,34.4,19.6,0.23,0.1,BDL,6,Quepem Tilamol
10-10-2016,6.1,13,36.8,21.7,0.35,0.2,BDL,6,Quepem Tilamol
13-10-2016,8.4,12.6,30.6,17.9,0.47,0.2,BDL,6,Quepem Tilamol
17-10-2016,9,13.6,37.4,17.9,0.59,0.2,BDL,6,Quepem Tilamol
20-10-2016,5.5,11.7,40,20,0.47,0.1,BDL,6,Quepem Tilamol
24-10-2016,6.6,11.5,35.1,18.7,0.35,0.2,BDL,6,Quepem Tilamol
27-10-2016,6.1,13,42.5,21.7,0.59,0.1,BDL,6,Quepem Tilamol
31-10-2016,8,11.9,45.1,22.7,0.23,0.3,BDL,6,Quepem Tilamol
03-11-2016,9.3,13.9,38.1,19.6,0.47,0.2,0.3,6,Quepem Tilamol
07-11-2016,7.7,11.7,46.6,25.7,0.82,0.3,0.37,6,Quepem Tilamol
10-11-2016,8.1,12.5,39.8,20.8,0.47,0.2,0.31,6,Quepem Tilamol
14-11-2016,6.8,11.3,51.2,30.1,0.7,0.3,0.34,6,Quepem Tilamol
17-11-2016,8.9,11.6,45.4,28.3,0.82,0.2,0.29,6,Quepem Tilamol
21-11-2016,7.6,11,44.9,23.3,0.35,0.2,0.3,6,Quepem Tilamol
24-11-2016,8.4,11.4,46.4,25,0.82,0.7,0.46,6,Quepem Tilamol
28-11-2016,9.3,11.4,47,25.8,0.35,0.2,0.38,6,Quepem Tilamol
01-12-2016,7.2,12.2,60.3,30.8,0.35,BDL,0.31,6,Quepem Tilamol
05-12-2016,7,12.8,63.2,30,0.65,0.3,0.33,6,Quepem Tilamol
08-12-2016,5.7,10.7,63.6,30.4,0.41,0.2,0.32,6,Quepem Tilamol
12-12-2016,6.6,11.6,60.7,31.6,0.59,0.2,0.34,6,Quepem Tilamol
15-12-2016,7.6,12.2,62.4,33.3,0.41,0.2,0.33,6,Quepem Tilamol
19-12-2016,5.5,13.1,62.7,30,0.7,BDL,0.34,6,Quepem Tilamol
22-12-2016,6.2,12.1,62.6,29.1,0.53,0.2,0.31,6,Quepem Tilamol
26-12-2016,6.7,11.4,57.6,27.1,0.59,0.3,0.32,6,Quepem Tilamol
29-12-2016,6.3,12.8,64.5,30.8,0.41,0.2,0.32,6,Quepem Tilamol
02-01-2017,5.7,11.9,70.8,33.7,0.53,0.1,0.34,6,Quepem Tilamol
05-01-2017,5.5,11.7,62.4,30.8,0.59,0.2,0.36,6,Quepem Tilamol
09-01-2017,5.3,12.1,71.5,31.7,0.47,0.3,0.33,6,Quepem Tilamol
12-01-2017,6.3,11.3,78.5,36.7,0.59,0.4,0.34,6,Quepem Tilamol
16-01-2017,6.5,13.3,75.5,32.9,0.76,0.2,0.35,6,Quepem Tilamol
19-01-2017,6.3,11.7,62.9,30.4,0.65,0.3,0.35,6,Quepem Tilamol
23-01-2017,6.5,13.9,63.7,28.3,0.7,0.2,0.35,6,Quepem Tilamol
26-01-2017,5.6,12.4,71.4,29.2,0.82,0.2,0.37,6,Quepem Tilamol
30-01-2017,6.6,13,72.7,28.7,0.65,0.3,0.33,6,Quepem Tilamol
02-02-2017,5.8,12.6,66.8,30.4,0.88,0.1,0.42,6,Quepem Tilamol
06-02-2017,6.1,12.2,64.8,26.7,1.35,0.1,0.43,6,Quepem Tilamol
09-02-2017,6.6,12.5,61.9,29.6,1,0.3,0.45,6,Quepem Tilamol
13-02-2017,4.9,10.8,68,31.2,1.06,0.2,0.44,6,Quepem Tilamol
16-02-2017,5.3,12.5,73.6,31.7,0.82,0.2,0.43,6,Quepem Tilamol
20-02-2017,5.9,12.6,66,29.2,1.17,0.3,0.41,6,Quepem Tilamol
23-02-2017,5.7,11.3,73.6,30.8,1.64,0.3,0.43,6,Quepem Tilamol
27-02-2017,6.3,12.2,67,27.1,1.53,0.1,0.44,6,Quepem Tilamol
06-04-2016,4.2,9,48.5,18.7,,,,7,Kundaim
09-04-2016,4.3,9.2,52.5,16,,,,7,Kundaim
13-04-2016,4.3,8.9,48.9,15.1,,,,7,Kundaim
16-04-2016,4.6,9.4,80.3,25.9,,,,7,Kundaim
20-04-2016,3.9,9,41.7,12.6,,,,7,Kundaim
23-04-2016,4,8.7,42.7,13.2,,,,7,Kundaim
27-04-2016,4.2,9.2,55.6,18,,,,7,Kundaim
30-04-2016,4.2,9.2,65.9,20.1,,,,7,Kundaim
04-05-2016,4.2,8.8,74.9,29.8,,,,7,Kundaim
07-05-2016,4.2,9,69.9,25.6,,,,7,Kundaim
11-05-2016,4.6,9.4,79.1,31.3,,,,7,Kundaim
14-05-2016,3.9,8.9,50.7,16.2,,,,7,Kundaim
18-05-2016,4.3,9.2,73.5,24.5,,,,7,Kundaim
21-05-2016,4.2,9.2,66.9,23.6,,,,7,Kundaim
25-05-2016,4,8.7,53.8,16.8,,,,7,Kundaim
28-05-2016,4.2,9.1,60.7,23.9,,,,7,Kundaim
01-06-2016,4.2,8.4,69.2,26,,,,7,Kundaim
04-06-2016,4.2,8.8,57.8,19.9,,,,7,Kundaim
08-06-2016,3.7,8.4,46.6,14.7,,,,7,Kundaim
11-06-2016,3.7,8.5,58.1,18.7,,,,7,Kundaim
15-06-2016,3.9,7.9,44.1,16.8,,,,7,Kundaim
18-06-2016,4,8.3,51.4,15.9,,,,7,Kundaim
22-06-2016,2.6,6.2,52.4,18.1,,,,7,Kundaim
25-06-2016,3,6.5,66.9,23.5,,,,7,Kundaim
29-06-2016,2.7,4.5,64.2,24.5,,,,7,Kundaim
06-07-2016,2.8,5.9,25.5,8.3,<0.5,<0.5,<0.01,7,Kundaim
09-07-2016,2.6,6.4,23,7.6,<0.5,<0.5,<0.01,7,Kundaim
13-07-2016,4.2,10.2,60.9,20.4,<0.5,<0.5,<0.01,7,Kundaim
16-07-2016,4.2,8.6,38.9,12.8,<0.5,<0.5,<0.01,7,Kundaim
20-07-2016,3.8,8.4,34.2,10.9,<0.5,<0.5,<0.01,7,Kundaim
23-07-2016,4.2,9.7,43.8,14.6,<0.5,<0.5,<0.01,7,Kundaim
27-07-2016,4.4,9.2,61.5,19.8,<0.5,<0.5,<0.01,7,Kundaim
30-07-2016,3.7,9,37.6,12.5,<0.5,<0.5,<0.01,7,Kundaim
02-08-2016,3.1,6.3,32.3,11.3,<0.5,<0.001,<0.01,7,Kundaim
05-08-2016,2,4.5,29.8,9.8,<0.5,<0.001,<0.01,7,Kundaim
09-08-2016,3.5,8.4,39,13,<0.5,<0.001,<0.01,7,Kundaim
12-08-2016,3.1,7.4,30.5,11.8,<0.5,<0.001,<0.01,7,Kundaim
16-08-2016,2.5,5.7,27.9,9.8,<0.5,<0.001,<0.01,7,Kundaim
19-08-2016,3.5,7.5,37.9,12.6,<0.5,<0.001,<0.01,7,Kundaim
23-08-2016,3.1,7.4,37.6,13.2,<0.5,<0.001,<0.01,7,Kundaim
26-08-2016,4.2,8.5,60.7,19.7,<0.5,<0.001,<0.01,7,Kundaim
30-08-2016,4.1,8.4,43.8,15,<0.5,<0.001,<0.01,7,Kundaim
04-09-2016,4.6,9.1,60.2,21.5,<0.5,<0.001,<0.01,7,Kundaim
07-09-2016,3.8,8.4,55.9,21.6,<0.5,<0.001,<0.01,7,Kundaim
10-09-2016,4.7,10.1,66.1,24.2,<0.5,<0.001,<0.01,7,Kundaim
14-09-2016,4.1,9.2,43.6,14.2,<0.5,<0.001,<0.01,7,Kundaim
17-09-2016,4.3,9.2,42.8,14.9,<0.5,<0.001,<0.01,7,Kundaim
21-09-2016,3.3,7.1,33.1,12.3,<0.5,<0.001,<0.01,7,Kundaim
24-09-2016,2.5,5.3,19.6,7.5,<0.5,<0.001,<0.01,7,Kundaim
28-09-2016,3.1,7,37.5,15.3,<0.5,<0.001,<0.01,7,Kundaim
30-09-2016,2.7,6,29.3,10.5,<0.5,<0.001,<0.01,7,Kundaim
03-10-2016,4.5,10.9,31.9,11,<0.5,<0.5,<0.01,7,Kundaim
05-10-2016,7.6,16.3,65.1,21.5,<0.5,<0.5,<0.01,7,Kundaim
14-10-2016,9.2,19.5,87,27.7,<0.5,<0.5,<0.01,7,Kundaim
16-10-2016,9.4,19.8,74.9,24.9,<0.5,<0.5,<0.01,7,Kundaim
20-10-2016,8.1,17.1,57.5,18.4,<0.5,<0.5,<0.01,7,Kundaim
22-10-2016,8.8,18.5,71.9,23.2,<0.5,<0.5,<0.01,7,Kundaim
26-10-2016,8.5,17.2,69,22.4,<0.5,<0.5,<0.01,7,Kundaim
29-10-2016,8.2,17.9,65.5,20.1,<0.5,<0.5,<0.01,7,Kundaim
03-11-2016,5.8,12.1,86,25.9,<0.5,<0.5,<0.01,7,Kundaim
05-11-2016,6.1,13,86.8,27.6,<0.5,<0.5,<0.01,7,Kundaim
09-11-2016,6.9,15,107.2,35.7,<0.5,<0.5,<0.01,7,Kundaim
12-11-2016,7.9,16.4,115.3,36.1,<0.5,<0.5,<0.01,7,Kundaim
16-11-2016,5.6,11.8,55.7,18,<0.5,<0.5,<0.01,7,Kundaim
19-11-2016,7.5,15.7,118.2,32.8,<0.5,<0.5,<0.01,7,Kundaim
23-11-2016,5.8,11.9,72.5,23.8,<0.5,<0.5,<0.01,7,Kundaim
26-11-2016,7.2,15.4,91.1,28.3,<0.5,<0.5,<0.01,7,Kundaim
30-11-2016,6,12.3,89.5,28,<0.5,<0.5,<0.01,7,Kundaim
02-12-2016,8.2,16.3,71.8,22.2,<0.5,<0.5,<0.01,7,Kundaim
06-12-2016,7.8,17.7,92.4,28.2,<0.5,<0.5,<0.01,7,Kundaim
08-12-2016,9.7,16.7,92.8,29.7,<0.5,<0.5,<0.01,7,Kundaim
13-12-2016,8.2,17.6,64.2,19.7,<0.5,<0.5,<0.01,7,Kundaim
15-12-2016,7.9,15.9,54.7,17.9,<0.5,<0.5,<0.01,7,Kundaim
20-12-2016,9,16.9,84.1,26.3,<0.5,<0.5,<0.01,7,Kundaim
22-12-2016,8.7,15.6,86.4,28.4,<0.5,<0.5,<0.01,7,Kundaim
27-12-2016,8.5,17.3,80.3,25.2,<0.5,<0.5,<0.01,7,Kundaim
29-12-2016,9.6,16.4,74.4,22.7,<0.5,<0.5,<0.01,7,Kundaim
03-01-2017,13.1,19.1,58.5,20,<0.5,<0.5,<0.01,7,Kundaim
05-01-2017,10,17.5,48.4,15.5,6.7,<0.5,<0.01,7,Kundaim
10-01-2017,11.7,18.5,45.4,14.2,<0.5,<0.5,<0.01,7,Kundaim
12-01-2017,10.8,16.1,50,13.6,<0.5,<0.5,<0.01,7,Kundaim
17-01-2017,10.4,17.6,122,36.7,<0.5,<0.5,<0.01,7,Kundaim
19-01-2017,11.1,17.1,86.7,28,7.7,<0.5,<0.01,7,Kundaim
24-01-2017,10.9,17.9,94.9,31.4,<0.5,<0.5,<0.01,7,Kundaim
27-01-2017,11.6,18.7,83,24.2,7,<0.5,<0.01,7,Kundaim
31-01-2017,11.4,18.4,99.3,32.1,<0.5,<0.5,<0.01,7,Kundaim
02-02-2017,12,16.5,75.1,24.3,<0.5,<0.5,<0.01,7,Kundaim
04-02-2017,10.5,20.2,84.7,27.5,2.4,<0.5,<0.01,7,Kundaim
07-02-2017,12.6,16.8,62.9,21.3,<0.5,<0.5,<0.01,7,Kundaim
09-02-2017,11.4,17.7,64.8,20.5,2.8,<0.5,<0.01,7,Kundaim
14-02-2017,10.4,16.8,67.5,22.4,<0.5,<0.5,<0.01,7,Kundaim
16-02-2017,11.2,16.8,71.7,23.6,<0.5,<0.5,<0.01,7,Kundaim
21-02-2017,11.9,17.9,57,18.4,2.5,<0.5,<0.01,7,Kundaim
23-02-2017,11.4,17,76.4,25.1,2.5,<0.5,<0.01,7,Kundaim
05-04-2016,4.6,9.3,78.7,29.3,,,,8,Curchorem
07-04-2016,4.2,9.4,63,18.9,,,,8,Curchorem
12-04-2016,4.7,9.6,83.1,33.2,,,,8,Curchorem
15-04-2016,4.7,9.5,75,22.8,,,,8,Curchorem
19-04-2016,4.2,9.1,70.7,21.6,,,,8,Curchorem
22-04-2016,4.4,9.2,73.9,23,,,,8,Curchorem
26-04-2016,4,8.7,65.1,20.1,,,,8,Curchorem
29-04-2016,4,9.1,60.1,22.3,,,,8,Curchorem
13-05-2016,9.9,10.1,56.7,22.7,BDL,BDL,,8,Curchorem
16-05-2016,10.3,11.9,44.5,22.9,BDL,BDL,,8,Curchorem
20-05-2016,7.7,11.1,43.2,20,BDL,BDL,,8,Curchorem
23-05-2016,8.3,10.8,43,20.3,BDL,BDL,,8,Curchorem
26-05-2016,7.6,11.4,40.4,20.7,BDL,0.3,,8,Curchorem
30-05-2016,8.9,11.5,47.1,23.1,BDL,BDL,,8,Curchorem
03-06-2016,6.3,8.1,27.1,16.3,BDL,<0.1,,8,Curchorem
07-06-2016,6.5,9.6,25.9,13.6,BDL,<0.1,,8,Curchorem
10-06-2016,6.5,9.2,26.6,15.2,BDL,<0.1,,8,Curchorem
14-06-2016,6.5,8.1,21.5,12.8,BDL,<0.1,,8,Curchorem
17-06-2016,5.7,8.9,22.8,14.2,BDL,<0.1,,8,Curchorem
21-06-2016,6.1,10.1,26.1,15,BDL,<0.1,,8,Curchorem
24-06-2016,6.9,9.5,27.1,15.4,BDL,<0.1,,8,Curchorem
28-06-2016,5.9,9.2,25.3,14.2,BDL,0.1,,8,Curchorem
01-07-2016,7.4,9.6,27.1,14.6,BDL,0.1,0.78,8,Curchorem
05-07-2016,6.9,10.3,27.7,13.7,BDL,0.1,<0.5,8,Curchorem
08-07-2016,5.9,10.2,26.6,12.1,BDL,0.1,<0.5,8,Curchorem
