DATE,PM10,PM2.5,SO2,NO2,*CO,O3,Pb,AQI,AIR QLTY,STATION ID,STATION NAME
12-12-2019,68,57,2,5,,,,95,S,18,Vasco
16-12-2019,51,17,5,5,,,,51,S,18,Vasco
18-12-2019,51,13,5,5,,,,51,S,18,Vasco
24-12-2019,65,21,5,5,,,,65,S,18,Vasco
26-12-2019,63,37,11,12,,,,63,S,18,Vasco
31-12-2019,90,27,4,5,,,,90,S,18,Vasco
02-01-2020,86,65,2,17,,,,117,M,18,Vasco
07-01-2020,93,52,2,5,,,,93,S,18,Vasco
09-01-2020,70,23,2,7,,,,70,S,18,Vasco
14-01-2020,139,12,2,5,,,,126,M,18,Vasco
16-01-2020,149,40,2,6,,,,133,M,18,Vasco
21-01-2020,63,14,5,6,,,,63,S,18,Vasco
23-01-2020,73,40,4,6,,,,73,S,18,Vasco
28-01-2020,65,54,2,18,,,,90,S,18,Vasco
30-01-2020,67,36,2,5,,,,67,S,18,Vasco
05-02-2020,249,,2,9,,,,199,M,18,Vasco
07-02-2020,126,,2,9,,,,117,M,18,Vasco
13-02-2020,116,,2,18,,,,111,M,18,Vasco
15-02-2020,84,41,2,5,,,,84,S,18,Vasco
18-02-2020,96,86,10,26,,,,187,M,18,Vasco
21-02-2020,98,59,5,5,,,,98,S,18,Vasco
25-02-2020,109,35,2,19,,,,106,M,18,Vasco
27-02-2020,126,35,2,5,,,,117,M,18,Vasco
04-03-2020,99,33,2,5,,,,99,S,18,Vasco
06-03-2020,57,15,2,5,,,,57,S,18,Vasco
10-03-2020,77,8,2,5,,,,77,S,18,Vasco
12-03-2020,141,9,2,5,,,,127,G,18,Vasco
18-03-2020,62,20,2,5,,,,62,S,18,Vasco
20-03-2020,69,6,2,5,,,,69,S,18,Vasco
02-04-2019,159,76,2,5,,,,153,M,19,Marmugoa(MPT)
04-04-2019,107,10,4,5,,,,105,M,19,Marmugoa(MPT)
09-04-2019,253,35,2,10,,,,203,P,19,Marmugoa(MPT)
11-04-2019,206,34,2,15,,,,171,M,19,Marmugoa(MPT)
16-04-2019,40,19,2,21,,,,40,G,19,Marmugoa(MPT)
18-04-2019,100,36,2,24,,,,100,M,19,Marmugoa(MPT)
22-04-2019,344,38,2,12,,,,294,P,19,Marmugoa(MPT)
25-04-2019,162,31,2,9,,,,141,M,19,Marmugoa(MPT)
30-04-2019,123,101,2,17,,,,237,P,19,Marmugoa(MPT)
02-05-2019,68,61,4,11,,,,103,M,19,Marmugoa(MPT)
07-05-2019,120,28,2,9,,,,113,M,19,Marmugoa(MPT)
09-05-2019,84,4,2,16,,,,84,S,19,Marmugoa(MPT)
14-05-2019,60,24,2,15,,,,60,S,19,Marmugoa(MPT)
16-05-2019,77,34,6,9,,,,77,S,19,Marmugoa(MPT)
21-05-2019,37,19,4,5,,,,37,G,19,Marmugoa(MPT)
23-05-2019,43,38,4,13,,,,63,S,19,Marmugoa(MPT)
28-05-2019,89,50,5,13,,,,89,S,19,Marmugoa(MPT)
30-05-2019,50,48,7,16,,,,80,S,19,Marmugoa(MPT)
04-06-2019,42,16,2,5,,,,42,G,19,Marmugoa(MPT)
06-06-2019,74,74,6,5,,,,147,M,19,Marmugoa(MPT)
11-06-2019,118,,2,9,,,,112,M,19,Marmugoa(MPT)
18-06-2019,44,,5,10,,,,44,G,19,Marmugoa(MPT)
25-06-2019,91,,4,12,,,,91,S,19,Marmugoa(MPT)
02-07-2019,38,,5,13,,,,38,G,19,Marmugoa(MPT)
04-07-2019,56,,2,21,,,,56,S,19,Marmugoa(MPT)
09-07-2019,76,,5,19,,,,76,S,19,Marmugoa(MPT)
16-07-2019,90,,4,5,,,,90,S,19,Marmugoa(MPT)
18-07-2019,65,,2,5,,,,65,S,19,Marmugoa(MPT)
25-07-2019,33,,2,12,,,,33,G,19,Marmugoa(MPT)
30-07-2019,24,,4,6,,,,24,G,19,Marmugoa(MPT)
01-08-2019,47,,2,5,,,,47,G,19,Marmugoa(MPT)
13-08-2019,39,,2,13,,,,39,G,19,Marmugoa(MPT)
16-08-2019,69,,2,12,,,,69,S,19,Marmugoa(MPT)
20-08-2019,137,,4,13,,,,125,M,19,Marmugoa(MPT)
22-08-2019,127,,2,5,,,,118,M,19,Marmugoa(MPT)
27-08-2019,131,,4,5,,,,121,M,19,Marmugoa(MPT)
29-08-2019,57,,2,5,,,,57,S,19,Marmugoa(MPT)
